negative,neutral,positive,compound
0.216,0.784,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.195,0.805,0.0,-0.1779
0.73,0.27,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.189,0.811,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.762,0.238,0.3612
0.437,0.563,0.0,-0.4767
0.0,0.799,0.201,0.7003
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.7,0.3,0.8402
0.0,1.0,0.0,0.0
0.0,0.519,0.481,0.5719
0.164,0.669,0.167,0.0258
0.0,0.786,0.214,0.4588
0.0,1.0,0.0,0.0
0.119,0.743,0.139,0.1027
0.0,1.0,0.0,0.0
0.0,0.435,0.565,0.3818
0.107,0.893,0.0,-0.2023
0.095,0.905,0.0,-0.2755
0.2,0.8,0.0,-0.5423
0.0,0.522,0.478,0.8468
0.0,0.192,0.808,0.6369
0.0,0.303,0.697,0.3182
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.214,0.655,0.131,-0.4423
0.0,1.0,0.0,0.0
0.149,0.714,0.136,-0.0516
0.086,0.592,0.322,0.5574
0.257,0.667,0.076,-0.5859
0.394,0.606,0.0,-0.0772
0.0,1.0,0.0,0.0
0.36,0.133,0.507,0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.137,0.538,0.325,0.7906
0.538,0.462,0.0,-0.5423
0.0,1.0,0.0,0.0
0.076,0.412,0.512,0.8126
0.0,0.829,0.171,0.5719
0.0,1.0,0.0,0.0
0.0,0.716,0.284,0.4168
0.135,0.865,0.0,-0.2924
0.0,1.0,0.0,0.0
0.73,0.27,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.913,0.087,0.431
0.0,1.0,0.0,0.0
0.278,0.722,0.0,-0.4019
0.0,0.777,0.223,0.6319
0.118,0.882,0.0,-0.25
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.698,0.302,0.8689
0.259,0.741,0.0,-0.2732
0.0,1.0,0.0,0.0
0.096,0.719,0.186,0.25
0.0,1.0,0.0,0.0
0.197,0.803,0.0,-0.4019
0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,0.602,0.398,0.5106
0.574,0.426,0.0,-0.4019
0.0,0.88,0.12,0.4588
0.104,0.896,0.0,-0.1027
0.0,1.0,0.0,0.0
0.274,0.726,0.0,-0.2235
0.212,0.788,0.0,-0.2235
0.274,0.726,0.0,-0.2235
0.139,0.861,0.0,-0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.48,0.0,0.52,0.0516
0.558,0.442,0.0,-0.743
0.0,1.0,0.0,0.0
0.06,0.821,0.119,0.3818
0.065,0.748,0.187,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.734,0.266,0.5719
0.423,0.256,0.321,-0.2023
0.0,0.796,0.204,0.3182
0.0,0.731,0.269,0.6326
0.32,0.68,0.0,-0.5106
0.149,0.851,0.0,-0.1027
0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.4019
0.355,0.645,0.0,-0.5106
0.268,0.732,0.0,-0.5267
0.0,0.526,0.474,0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.914,0.086,0.4404
0.0,1.0,0.0,0.0
0.293,0.707,0.0,-0.4404
0.318,0.682,0.0,-0.1027
0.0,1.0,0.0,0.0
0.115,0.724,0.161,0.0196
0.623,0.377,0.0,-0.5106
0.0,1.0,0.0,0.0
0.241,0.759,0.0,-0.2263
0.0,0.625,0.375,0.7906
0.0,1.0,0.0,0.0
0.183,0.611,0.206,0.0772
0.0,1.0,0.0,0.0
0.091,0.909,0.0,-0.1027
0.0,0.667,0.333,0.5423
0.385,0.615,0.0,-0.3612
0.0,0.894,0.106,0.0772
0.0,1.0,0.0,0.0
0.176,0.64,0.184,0.0258
0.324,0.676,0.0,-0.34
0.173,0.827,0.0,-0.3182
0.0,1.0,0.0,0.0
0.0,0.791,0.209,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.078,0.819,0.103,0.1779
0.0,1.0,0.0,0.0
0.0,0.843,0.157,0.3818
0.468,0.26,0.273,-0.3612
0.0,1.0,0.0,0.0
0.0,0.633,0.367,0.4404
0.0,1.0,0.0,0.0
0.0,0.847,0.153,0.4019
0.0,1.0,0.0,0.0
0.596,0.404,0.0,-0.7089
0.0,1.0,0.0,0.0
0.137,0.538,0.325,0.7906
0.0,0.781,0.219,0.4215
0.75,0.25,0.0,-0.7184
0.278,0.722,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.756,0.244,0.7964
0.0,1.0,0.0,0.0
0.0,0.805,0.195,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.649,0.351,0.4019
0.0,1.0,0.0,0.0
0.455,0.545,0.0,-0.3612
0.0,1.0,0.0,0.0
0.064,0.407,0.529,0.9287
0.104,0.896,0.0,-0.4201
0.133,0.513,0.354,0.5106
0.503,0.497,0.0,-0.8442
0.474,0.526,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.256,0.744,0.7003
0.095,0.816,0.088,-0.0258
0.0,1.0,0.0,0.0
0.0,0.444,0.556,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.31,0.69,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.306,0.694,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.6597
0.592,0.408,0.0,-0.4404
0.135,0.865,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.654,0.346,0.5719
0.193,0.677,0.13,-0.296
0.0,1.0,0.0,0.0
0.417,0.583,0.0,-0.5542
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.112,0.616,0.272,0.7566
0.099,0.792,0.109,0.0701
0.123,0.877,0.0,-0.1027
0.167,0.833,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.245,0.612,0.143,-0.2528
0.31,0.69,0.0,-0.4019
0.574,0.426,0.0,-0.4019
0.0,0.738,0.262,0.7213
0.0,1.0,0.0,0.0
0.241,0.759,0.0,-0.2263
0.0,0.596,0.404,0.7269
0.358,0.411,0.232,-0.6486
0.375,0.417,0.208,-0.6597
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.864,0.136,0.5106
0.141,0.859,0.0,-0.4522
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.132,0.705,0.163,0.1779
0.0,0.256,0.744,0.4404
0.0,0.753,0.247,0.3182
0.0,1.0,0.0,0.0
0.0,0.536,0.464,0.6369
0.169,0.692,0.138,-0.1027
0.0,0.536,0.464,0.6369
0.205,0.606,0.189,-0.0516
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.325,0.675,0.0,-0.1139
0.0,1.0,0.0,0.0
0.071,0.683,0.246,0.6836
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.763,0.237,0.4215
0.0,0.784,0.216,0.7841
0.565,0.435,0.0,-0.3818
0.172,0.828,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.801,0.199,0.4995
0.0,0.526,0.474,0.8689
0.464,0.536,0.0,-0.3818
0.0,0.545,0.455,0.3612
0.25,0.75,0.0,-0.4588
0.0,0.386,0.614,0.7481
0.0,1.0,0.0,0.0
0.278,0.722,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.432,0.4,0.168,-0.5106
0.196,0.804,0.0,-0.5267
0.0,0.714,0.286,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.723,0.277,0.802
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.4023
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.498,0.502,0.6166
0.135,0.865,0.0,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.761,0.239,0.7841
0.508,0.492,0.0,-0.4767
0.0,0.874,0.126,0.3818
0.0,0.814,0.186,0.4939
0.0,0.508,0.492,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.259,0.588,0.153,-0.2263
0.0,1.0,0.0,0.0
0.0,0.874,0.126,0.0772
0.265,0.344,0.391,0.6177
0.0,1.0,0.0,0.0
0.688,0.312,0.0,-0.296
0.099,0.901,0.0,-0.3182
0.351,0.649,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.452,0.548,0.0,-0.765
0.138,0.608,0.254,0.2732
0.0,1.0,0.0,0.0
0.0,0.714,0.286,0.4939
0.227,0.677,0.096,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.147,0.853,0.7003
0.0,1.0,0.0,0.0
0.0,0.598,0.402,0.5719
0.091,0.909,0.0,-0.1027
0.216,0.784,0.0,-0.296
0.122,0.548,0.331,0.5319
0.0,1.0,0.0,0.0
0.0,0.805,0.195,0.4404
0.0,0.615,0.385,0.6124
0.235,0.641,0.123,-0.3111
0.318,0.682,0.0,-0.1027
0.0,0.448,0.552,0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.083,0.726,0.191,0.5106
0.0,1.0,0.0,0.0
0.053,0.827,0.12,0.4215
0.067,0.933,0.0,-0.0772
0.26,0.481,0.26,0.0
0.107,0.728,0.165,0.0516
0.0,0.458,0.542,0.3724
0.0,1.0,0.0,0.0
0.288,0.48,0.232,-0.1779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.511,0.489,0.0,-0.4824
0.0,0.837,0.163,0.5719
0.0,1.0,0.0,0.0
0.315,0.685,0.0,-0.3182
0.219,0.781,0.0,-0.4472
0.0,0.567,0.433,0.7469
0.377,0.623,0.0,-0.2057
0.0,1.0,0.0,0.0
0.0,0.741,0.259,0.7506
0.0,1.0,0.0,0.0
0.26,0.623,0.117,-0.4102
0.0,0.822,0.178,0.0772
0.519,0.481,0.0,-0.6597
0.381,0.619,0.0,-0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.348,0.652,0.0,-0.6599
0.0,1.0,0.0,0.0
0.065,0.595,0.34,0.8032
0.524,0.476,0.0,-0.296
0.136,0.791,0.073,-0.4588
0.483,0.517,0.0,-0.4215
0.0,0.818,0.182,0.7003
0.247,0.753,0.0,-0.5574
0.0,0.847,0.153,0.2023
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.216,0.784,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.744,0.256,0.0,-0.4404
0.0,0.887,0.113,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.196,0.804,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.708,0.292,0.5106
0.0,0.588,0.412,0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.535,0.465,0.0,-0.3182
0.0,0.727,0.273,0.3089
0.185,0.685,0.129,-0.2052
0.0,0.69,0.31,0.4019
0.592,0.408,0.0,-0.4404
0.156,0.844,0.0,-0.0762
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.32,0.68,0.0,-0.5106
0.209,0.405,0.385,0.3818
0.276,0.51,0.214,-0.1531
0.0,1.0,0.0,0.0
0.0,0.75,0.25,0.25
0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.4019
0.0,0.588,0.412,0.4215
0.0,1.0,0.0,0.0
0.0,0.704,0.296,0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.815,0.185,0.6124
0.412,0.588,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.682,0.318,0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.084,0.73,0.186,0.4215
0.337,0.487,0.176,-0.5106
0.0,0.753,0.247,0.3182
0.0,0.722,0.278,0.6124
0.0,1.0,0.0,0.0
0.0,0.723,0.277,0.3182
0.397,0.603,0.0,-0.2449
0.235,0.765,0.0,-0.4588
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.42,0.58,0.0,-0.4404
0.0,1.0,0.0,0.0
0.0,0.795,0.205,0.4767
0.51,0.49,0.0,-0.6369
0.0,0.723,0.277,0.3182
0.636,0.364,0.0,-0.5423
0.0,1.0,0.0,0.0
0.429,0.571,0.0,-0.128
0.737,0.263,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.123,0.877,0.0,-0.2755
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.328,0.672,0.6249
0.0,0.462,0.538,0.5667
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.215,0.538,0.246,0.1027
0.342,0.658,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.152,0.717,0.13,-0.128
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.734,0.266,0.7096
0.0,0.813,0.187,0.3182
0.149,0.851,0.0,-0.1027
0.0,0.777,0.223,0.3182
0.0,0.522,0.478,0.6705
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.363,0.637,0.0,-0.6908
0.0,1.0,0.0,0.0
0.151,0.482,0.367,0.5574
0.73,0.27,0.0,-0.4019
0.403,0.597,0.0,-0.4019
0.0,0.566,0.434,0.3182
0.623,0.377,0.0,-0.5106
0.0,0.672,0.328,0.4404
0.293,0.448,0.26,-0.2732
0.0,1.0,0.0,0.0
0.369,0.568,0.062,-0.7506
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.204,0.796,0.0,-0.3182
0.225,0.333,0.442,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.167,0.833,0.0,-0.1027
0.0,1.0,0.0,0.0
0.356,0.644,0.0,-0.6096
0.0,0.714,0.286,0.5574
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.275,0.725,0.0,-0.2263
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.608,0.392,0.7003
0.095,0.905,0.0,-0.2263
0.131,0.511,0.358,0.6124
0.0,1.0,0.0,0.0
0.282,0.718,0.0,-0.6249
0.4,0.286,0.314,0.0258
0.0,0.758,0.242,0.1531
0.0,0.625,0.375,0.2023
0.16,0.616,0.224,0.1316
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.281,0.417,0.302,0.0516
0.0,1.0,0.0,0.0
0.271,0.729,0.0,-0.3818
0.0,1.0,0.0,0.0
0.304,0.696,0.0,-0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.595,0.405,0.0,-0.8316
0.706,0.294,0.0,-0.34
0.0,0.526,0.474,0.6597
0.266,0.734,0.0,-0.6728
0.405,0.595,0.0,-0.5267
0.259,0.741,0.0,-0.2732
0.0,0.868,0.132,0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.377,0.623,0.5106
0.0,0.606,0.394,0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.306,0.694,0.0,-0.296
0.278,0.722,0.0,-0.4019
0.0,0.811,0.189,0.2732
0.4,0.6,0.0,-0.4588
0.6,0.4,0.0,-0.7184
0.0,0.502,0.498,0.8977
0.452,0.548,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,0.526,0.474,0.743
0.0,0.588,0.412,0.2732
0.0,1.0,0.0,0.0
0.652,0.348,0.0,-0.8176
0.306,0.694,0.0,-0.296
0.688,0.312,0.0,-0.296
0.355,0.645,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,0.794,0.206,0.0772
0.0,0.679,0.321,0.7297
0.0,1.0,0.0,0.0
0.2,0.8,0.0,-0.25
0.524,0.476,0.0,-0.5106
0.583,0.417,0.0,-0.4215
0.185,0.815,0.0,-0.1511
0.301,0.478,0.22,-0.4019
0.0,1.0,0.0,0.0
0.0,0.608,0.392,0.7269
0.0,0.694,0.306,0.296
0.0,0.678,0.322,0.2263
0.0,0.556,0.444,0.1531
0.398,0.602,0.0,-0.5106
0.0,0.916,0.084,0.296
0.205,0.636,0.159,-0.1635
0.382,0.197,0.421,0.1531
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.888,0.112,0.4404
0.184,0.816,0.0,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.762,0.238,0.3612
0.0,0.763,0.237,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.096,0.789,0.114,0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.465,0.535,0.3182
0.0,0.752,0.248,0.765
0.0,0.602,0.398,0.5106
0.0,0.556,0.444,0.7003
0.286,0.599,0.115,-0.5719
0.0,0.753,0.247,0.3818
0.0,1.0,0.0,0.0
0.298,0.702,0.0,-0.1779
0.767,0.233,0.0,-0.5106
0.0,1.0,0.0,0.0
0.688,0.312,0.0,-0.5267
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.761,0.239,0.7841
0.0,1.0,0.0,0.0
0.289,0.711,0.0,-0.6908
0.375,0.625,0.0,-0.765
0.0,0.435,0.565,0.3818
0.0,1.0,0.0,0.0
0.263,0.737,0.0,-0.3612
0.268,0.732,0.0,-0.296
0.0,0.588,0.412,0.5994
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.733,0.267,0.7346
0.253,0.618,0.129,-0.4654
0.0,0.826,0.174,0.4588
0.315,0.685,0.0,-0.5574
0.264,0.643,0.093,-0.3931
0.0,0.729,0.271,0.3818
0.223,0.608,0.169,-0.2023
0.0,1.0,0.0,0.0
0.181,0.736,0.084,-0.4404
0.722,0.278,0.0,-0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.541,0.459,0.7003
0.121,0.781,0.098,-0.1531
0.0,0.396,0.604,0.9501
0.121,0.57,0.309,0.7425
0.0,0.888,0.112,0.1326
0.231,0.769,0.0,-0.8126
0.167,0.833,0.0,-0.1027
0.0,1.0,0.0,0.0
0.464,0.536,0.0,-0.3818
0.0,0.769,0.231,0.5574
0.0,1.0,0.0,0.0
0.35,0.576,0.074,-0.8427
0.0,0.781,0.219,0.4215
0.116,0.435,0.449,0.6808
0.251,0.663,0.086,-0.5413
0.0,1.0,0.0,0.0
0.0,0.588,0.412,0.6486
0.0,0.484,0.516,0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.162,0.622,0.216,0.0772
0.0,0.588,0.412,0.4215
0.0,1.0,0.0,0.0
0.767,0.233,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.179,0.663,0.158,-0.1027
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.517,0.483,0.6808
0.455,0.545,0.0,-0.3612
0.182,0.606,0.212,0.101
0.286,0.714,0.0,-0.3412
0.0,1.0,0.0,0.0
0.0,0.455,0.545,0.5574
0.0,0.691,0.309,0.6908
0.0,0.498,0.502,0.8779
0.0,1.0,0.0,0.0
0.355,0.461,0.184,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.526,0.474,0.4019
0.226,0.274,0.5,0.4588
0.0,1.0,0.0,0.0
0.226,0.282,0.492,0.765
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.255,0.745,0.0,-0.34
0.0,0.803,0.197,0.4019
0.0,0.791,0.209,0.4404
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.839,0.161,0.3182
0.359,0.641,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.827,0.173,0.3182
0.0,1.0,0.0,0.0
0.135,0.865,0.0,-0.1027
0.0,1.0,0.0,0.0
0.524,0.476,0.0,-0.5106
0.524,0.476,0.0,-0.5106
0.189,0.811,0.0,-0.2023
0.333,0.667,0.0,-0.3612
0.324,0.676,0.0,-0.8012
0.0,1.0,0.0,0.0
0.189,0.811,0.0,-0.1027
0.464,0.536,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.755,0.245,0.0772
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.338,0.662,0.0,-0.5574
0.173,0.827,0.0,-0.3291
0.0,1.0,0.0,0.0
0.0,0.548,0.452,0.5106
0.554,0.446,0.0,-0.7351
0.0,1.0,0.0,0.0
0.172,0.667,0.161,-0.0516
0.0,0.682,0.318,0.4215
0.0,1.0,0.0,0.0
0.4,0.6,0.0,-0.4588
0.73,0.27,0.0,-0.4019
0.245,0.755,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.189,0.811,0.0,-0.3612
0.0,0.597,0.403,0.4023
0.394,0.606,0.0,-0.3818
0.0,1.0,0.0,0.0
0.213,0.41,0.377,0.25
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.623,0.377,0.0,-0.5106
0.0,1.0,0.0,0.0
0.381,0.619,0.0,-0.5709
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.302,0.698,0.0,-0.7579
0.0,0.729,0.271,0.3818
0.0,1.0,0.0,0.0
0.0,0.797,0.203,0.2577
0.0,0.738,0.262,0.4939
0.636,0.364,0.0,-0.5423
0.0,1.0,0.0,0.0
0.0,0.466,0.534,0.5559
0.0,1.0,0.0,0.0
0.278,0.722,0.0,-0.4019
0.0,0.698,0.302,0.8689
0.0,0.408,0.592,0.7717
0.424,0.152,0.424,0.0
0.444,0.556,0.0,-0.34
0.0,0.756,0.244,0.7964
0.072,0.853,0.075,0.0258
0.583,0.417,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,0.675,0.325,0.7351
0.42,0.58,0.0,-0.4404
0.133,0.867,0.0,-0.3818
0.409,0.591,0.0,-0.8074
0.0,1.0,0.0,0.0
0.239,0.761,0.0,-0.296
0.565,0.435,0.0,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.646,0.354,0.8074
0.609,0.287,0.103,-0.8316
0.0,0.567,0.433,0.9226
0.31,0.69,0.0,-0.4019
0.0,0.637,0.363,0.8442
0.286,0.714,0.0,-0.4215
0.0,1.0,0.0,0.0
0.0,0.777,0.223,0.6486
0.0,0.551,0.449,0.6222
0.574,0.426,0.0,-0.4019
0.35,0.65,0.0,-0.7906
0.0,0.857,0.143,0.3612
0.209,0.791,0.0,-0.2755
0.0,1.0,0.0,0.0
0.0,0.905,0.095,0.0382
0.733,0.267,0.0,-0.6705
0.0,1.0,0.0,0.0
0.0,0.354,0.646,0.743
0.0,0.596,0.404,0.2577
0.267,0.445,0.289,0.1132
0.12,0.648,0.231,0.296
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.4019
0.0,0.606,0.394,0.0772
0.398,0.602,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.672,0.328,0.5994
0.121,0.57,0.309,0.7425
0.385,0.615,0.0,-0.3612
0.0,1.0,0.0,0.0
0.474,0.526,0.0,-0.4019
0.0,0.796,0.204,0.3182
0.133,0.867,0.0,-0.3182
0.0,1.0,0.0,0.0
0.164,0.667,0.17,0.0258
0.0,1.0,0.0,0.0
0.16,0.652,0.188,0.0869
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.663,0.337,0.0,-0.7096
0.398,0.602,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.863,0.137,0.4019
0.0,1.0,0.0,0.0
0.358,0.642,0.0,-0.5994
0.0,1.0,0.0,0.0
0.1,0.677,0.223,0.2732
0.744,0.256,0.0,-0.4404
0.0,0.714,0.286,0.4588
0.0,1.0,0.0,0.0
0.0,0.545,0.455,0.3612
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.736,0.264,0.7269
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.814,0.186,0.4939
0.0,1.0,0.0,0.0
0.0,0.775,0.225,0.4939
0.0,0.574,0.426,0.9201
0.177,0.544,0.279,0.3612
0.325,0.675,0.0,-0.431
0.088,0.612,0.301,0.7906
0.0,0.455,0.545,0.5859
0.14,0.723,0.136,-0.0258
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.657,0.343,0.7003
0.0,0.759,0.241,0.2263
0.151,0.692,0.157,0.0258
0.217,0.783,0.0,-0.3612
0.0,1.0,0.0,0.0
0.574,0.426,0.0,-0.4019
0.538,0.462,0.0,-0.5423
0.083,0.688,0.229,0.4939
0.0,1.0,0.0,0.0
0.103,0.634,0.263,0.5063
0.0,1.0,0.0,0.0
0.216,0.784,0.0,-0.5106
0.0,0.69,0.31,0.7964
0.587,0.413,0.0,-0.796
0.0,0.196,0.804,0.6249
0.0,1.0,0.0,0.0
